1850253867554074953	RinStef3	'#DeepFake Lying #Kamala. #McDonalds'	2024-10-26 19:11:12	deep fake lying kamala mc donalds	#DeepFake #Kamala #McDonalds
1850306787272245309	orinowit	'Donald #Harris ojciec #Kamala'	2024-10-26 22:41:29	donald harris ojciec kamala	#Harris #Kamala
1850306829471101401	Rudbrps	'As an undecided voter, I really wish there were some way to tell which side is good and which side is evil. Dang! This is so tough!! 😟 #Trump v #Kamala'	2024-10-26 22:41:39	undecided voter really wish way tell side good evil dang tough trump v kamala	#Trump #Kamala
1850306899868353010	LaOveja_Perdida	'@latinus_us ¡ cuántos Defectos tiene @realDonaldTrump ! Aún así ¡ Es MEJOR OPCIÓN que @KamalaHarris ! Hoy #Israel Bombardeó #Irán. Con #kamala y @DemocratPartyUS - Demócrata sólo de Nombre - en gobierno ESA GUERRA SERÁ MUNDIAL. Afortunadamente el #FRAUDEde_amlo dejó TRANQUILO a México 🇲🇽 https://t.co/onUGCMF4zh'	2024-10-26 22:41:56	latinusus cuntos defectos tiene realdonaldtrump es mejor opcin que kamalaharris hoy israel bombarde ir n con kamala democratpartyus demcrata slo de nombre en gobierno esa guerra ser mundial afortunadamente el f r u ede amlo dej tranquilo mxico	#Israel #Irán #kamala #FRAUDEde_amlo
1850307067162050630	JulioMShiling	'Julio M. Shiling en entrevista con Andy Chirinos en #DNews Latinoamérica sobre #Elecciones2024, #Trump, encuestas, atentados, políticas y críticas a #Kamala. Por Jose Tarano https://t.co/KPJQSEfkmw via @JulioMShiling'	2024-10-26 22:42:36	julio shiling en entrevista con andy chirinos news latinoamrica sobre elecciones trump encuestas atentados polticas crticas kamala por jose tarano via juliomshiling	#DNews #Elecciones2024 #Trump #Kamala
1850307410671624527	DRichFIT	'“The Nation” Endorses #Kamala #HarrisForAmerica https://t.co/fGEq5BbH3c'	2024-10-26 22:43:58	nation endorses kamala harris america	#Kamala #HarrisForAmerica
1850307510387044454	Aslam7092	'The wanna be president of US of America. #Kamala. What morales, character do they have picking to lead a nation.? I donno what words to choose. I better leave it to the X family. https://t.co/sf8OPoav9y'	2024-10-26 22:44:22	wanna president us america kamala morales character picking lead nation donno words choose better leave x family	#Kamala
1850307622953419077	RickJoh44846997	'This is at a Kamala rally. The white liberal woman was screaming in the child’s face. The black lady stopped her and chewed her out. Dear black lady: Thank you. It is a privilege to be your countryman. #Kamala #Democrats #Trump #MAGA #CocaineKamala #Election #KamalaGropedMe https://t.co/s5oXixDgAd'	2024-10-26 22:44:49	kamala rally white liberal woman screaming childs face black lady stopped chewed dear thank privilege countryman democrats trump g cocaine election groped	#Kamala #Democrats #Trump #MAGA #CocaineKamala #Election #KamalaGropedMe
1850307653396029599	GME_VORTEX	'#JordanBowen @KamalaHQ @KamalaHarris This is your side. This is the Left. You Pay Protestors to scream at children. Congratulations. #KamalaHarris #Kamala This is what you represent.'	2024-10-26 22:44:56	jordan bowen kamalahq kamalaharris side left pay protestors scream children congratulations kamala harris represent	#JordanBowen #KamalaHarris #Kamala
1850307699910545918	StacieFruth	"'Got ""stuck"" in the overflow room of a (very) sold out rally with #Kamala AND #MichelleObama....could NOT have asked for better bad luck. Damn. 💙🌊🥲 #kamalazoo #HarrisWalz2024 #Kalamazoo #150feetaway #vote https://t.co/h29DbPQFI2'"	2024-10-26 22:45:07	got stuck overflow room sold rally kamala michelle obamacould asked better bad luck damn kamalazoo harris walz kalamazoo feetaway vote	#Kamala #MichelleObama #kamalazoo #HarrisWalz2024 #Kalamazoo #150feetaway #vote
1850307864587583658	RygbiAmByth	'@TaraBull808 Yes, @TheDemocrats would not be this calm &amp; assured that Krazy #Kamala will win, if they didnt have something sinister, all ready in play. Remember: #2020TRUMPWon #Trump2020WasElected 🇺🇸 #BidenHarris2020FRAUD #BidenHarris2020WereNotElected #HarrrisWalz2024VoterFraud'	2024-10-26 22:45:46	tarabull yes thedemocrats would calm amp assured krazy kamala win didnt something sinister ready play remember r u p trump elected biden harris f harrris walz voter fraud	#Kamala #2020TRUMPWon #Trump2020WasElected #BidenHarris2020FRAUD #BidenHarris2020WereNotElected #HarrrisWalz2024VoterFraud
1850307907138842842	ILA_NewsX	'@therealroseanne Truth: #Kamala #Crime https://t.co/Hw94bix0nI'	2024-10-26 22:45:56	therealroseanne truth kamala crime	#Kamala #Crime
1850308181940904316	Heather87800129	'@tylerhnorris I phone banked for N.C. today and was surprised by the # of undecided voters. I’m banking tomorrow and next weekend too! #Kamala - #TrumpIsAnExistentialThreat'	2024-10-26 22:47:02	tylerhnorris phone banked nc today surprised undecided voters im banking tomorrow next weekend kamala trump existential threat	#Kamala #TrumpIsAnExistentialThreat
1850308234084778296	ChandletJeff	'@MikeCrispi She using the stupid line to go to the small rall6 down the street. @KamalaHarris @VP #Kamala #KamalaHarris is a lying fraud! #VoteRedToSaveAmerica #TrumpVance2024 because #DemocratsAreDestroyingAmerica‼️‼️'	2024-10-26 22:47:14	mikecrispi using stupid line go small rall street kamalaharris vp kamala harris lying fraud vote red save america trump vance democrats destroying	#Kamala #KamalaHarris #VoteRedToSaveAmerica #TrumpVance2024 #DemocratsAreDestroyingAmerica
1850308506055790915	JWhite49805	'#trump #vance #kamala https://t.co/lpI0lRsH4J #AmericasBestPicsAndVideos https://t.co/i61kz31SM7'	2024-10-26 22:48:19	trump vance kamala americas best pics videos	#trump #vance #kamala #AmericasBestPicsAndVideos
1850308636821598699	VinDee489	'@krassenstein Anyone else find it odd they seem to do more gaslighting/talking about DJT than a plan about fixing the real problems her policies have created for American citizens over the last 4 years? This is not parody, it’s a genuine observation #Kamala #Harris_Walz2024 #Trump2024'	2024-10-26 22:48:50	krassenstein anyone else find odd seem gaslightingtalking djt plan fixing real problems policies created american citizens last years parody genuine observation kamala harris walz trump	#Kamala #Harris_Walz2024 #Trump2024
1850309024946012310	sp3ct8r1	'Where's the free concert? #Kamala #TrumpVance2024 https://t.co/WfqP5S9bDy'	2024-10-26 22:50:23	wheres free concert kamala trump vance	#Kamala #TrumpVance2024
1850309080667009462	IOW_Constituent	'@YouTube After this rambling, he's getting an endorsement from #Democratic #Hamtramck Mayor. Hamtramck is the majority #Muslim city with an all-Muslim city council. This is big. I don't think #Kamala can recover. https://t.co/VnscYK72pl'	2024-10-26 22:50:36	youtube rambling hes getting endorsement democratic hamtramck mayor majority muslim city allmuslim council big dont think kamala recover	#Democratic #Hamtramck #Muslim #Kamala
1850309193468608677	ChandletJeff	'This is a photoshopped photo of #KamalaHarris in a #McDonalds uniform @KamalaHarris @VP #Kamala never worked at @McDonalds ‼️'	2024-10-26 22:51:03	photoshopped photo kamala harris mc donalds uniform kamalaharris vp never worked mcdonalds	#KamalaHarris #McDonalds #Kamala
1850309276725841929	juliagulia614	'If you watch anything today, watch this. #trump #kamala'	2024-10-26 22:51:23	watch anything today trump kamala	#trump #kamala
1850309644259819813	tyler5613337048	'Watched part of 78 yr old #DonaldTrump's rally. Besides being looney, he looks and sounds old and very tired. Very old and tired! Why is he dragging his leg. Stroke? #Trump #KamalaHarris #Kamala #Beyonce #JoeRogan @MeetThePress https://t.co/GwytejSMSE'	2024-10-26 22:52:50	watched part yr old donald trumps rally besides looney looks sounds tired dragging leg stroke trump kamala harris beyonce joe rogan meetthepress	#DonaldTrump #Trump #KamalaHarris #Kamala #Beyonce #JoeRogan
1850309700535107714	FreeFannie	'@SeltzerWaterLLC @QTRResearch Because it is between #kamala or #Trump. The others have no chance of winning.'	2024-10-26 22:53:04	seltzerwaterllc qtrresearch kamala trump others chance winning	#kamala #Trump
1850309823377932411	EndFashness	'lol #Trump #Kamala #TrumpVance2024 https://t.co/lY5SIhRrkI'	2024-10-26 22:53:33	lol trump kamala vance	#Trump #Kamala #TrumpVance2024
1850310041351618584	PCadfael	'#Kamala will work hard to protect #womens #Healthcare and #Rights and #FREEDOMS 🇺🇸🇺🇸🌊🇺🇸🇺🇸💙💙💙💙🇺🇸🇺🇸🌊🇺🇸🇺🇸 #VoteBlue2024ProtectDemocracy #VoteBlue2024ProtectWomensRights #women #Seniors #daughter #wife #Mother #Michigan #Arizona #Police #Georgia'	2024-10-26 22:54:25	kamala work hard protect womens healthcare rights f r e vote blue democracy women seniors daughter wife mother michigan arizona police georgia	#Kamala #womens #Healthcare #Rights #FREEDOMS #VoteBlue2024ProtectDemocracy #VoteBlue2024ProtectWomensRights #women #Seniors #daughter #wife #Mother #Michigan #Arizona #Police #Georgia
1850310077737226345	FWLeila	'@LabradorYuki Yeah, I totally agree! My housemate uses Amazon a lot. She is a #Kamala supporter, but she said giving up her #Amazon was a bridge too far. I notice Lots of people cancelling #WAPO, though! Down with would-be oligarchs! #NotGoingBack'	2024-10-26 22:54:34	labradoryuki yeah totally agree housemate uses amazon lot kamala supporter said giving bridge far notice lots people cancelling w p though wouldbe oligarchs going back	#Kamala #Amazon #WAPO #NotGoingBack
1850310259790721174	TomAllmann	'@KamalaHarris @realDonaldTrump Babies are suffering and dying because of #Kamala’s and Democrats’ heartless abortion policies.'	2024-10-26 22:55:17	kamalaharris realdonaldtrump babies suffering dying kamalas democrats heartless abortion policies	#Kamala
1850310334671937957	EndFashness	'lol Part 2 (earlier) #Trump #Kamala #TrumpVance2024 https://t.co/p6sSunDbyu'	2024-10-26 22:55:35	lol part earlier trump kamala vance	#Trump #Kamala #TrumpVance2024
1850310337796383058	Loop360174881	'I think that if the election results are not showing what we see as enthusiasm gap (High #Trump, Low #Kamala), then there is something seriously wrong. I have to have faith in the elections.'	2024-10-26 22:55:36	think election results showing see enthusiasm gap high trump low kamala something seriously wrong faith elections	#Trump #Kamala
1850310578755043535	donatovalentine	'@hodgetwins Applause to this women checking the #Kamala #Trash for screaming at a child.'	2024-10-26 22:56:33	hodgetwins applause women checking kamala trash screaming child	#Kamala #Trash
1850310587634630872	ErinSmjo	'This is what a large portion of our country represents! What is wrong with these people? This is beyond vile behavior. JD Vance needs his head examined. Vote!l them out! #Kamala Harris2024'	2024-10-26 22:56:35	large portion country represents wrong people beyond vile behavior jd vance needs head examined votel kamala harris	#Kamala
1850310701308653824	JerryGusman	'#kamala #election. VENEZUELAN ILLEGAL MIGRANT GANGS HAVE NOW TAKEN OVER APARTMENT BLDGS IN SAN ANTONIO TX AS WELL AS IN COLPRADO… WHEN IS ENOIGH FOR THESE DEMOCRAT SUPPORTERS TO STOP ELECTING THESE MORONS???'	2024-10-26 22:57:02	kamala election venezuelan illegal migrant gangs taken apartment bldgs san antonio tx well colprado enoigh democrat supporters stop electing morons	#kamala #election
1850310941407428922	Gezapz	'#Kamala goes to @joerogan The #hapless @vp #JoeRogan #JoeRoganKamala #VoteTrump #Elections2024 https://t.co/3JxV4ofuTQ'	2024-10-26 22:58:00	kamala goes joerogan hapless vp joe rogan vote trump elections	#Kamala #hapless #JoeRogan #JoeRoganKamala #VoteTrump #Elections2024
1850310983111299117	BingBingBun	'@CAKitchener You can send her pictures of your disgusting stories. The #Washingtoncompost needs to be exposed to the light or it's going to die in darkness. So pathetic. #Kamala is an awful candidate who was forced down everyone's throats.'	2024-10-26 22:58:10	cakitchener send pictures disgusting stories washingtoncompost needs exposed light going die darkness pathetic kamala awful candidate forced everyones throats	#Washingtoncompost #Kamala
1850311095413805185	coolerking22	'#KamalaHarris #KamalaHarris2024 #Kamala #Harris_Walz2024 is indie to lead our country'	2024-10-26 22:58:36	kamala harris walz indie lead country	#KamalaHarris #KamalaHarris2024 #Kamala #Harris_Walz2024
1850311134303113283	ChristineX2024	'Voting for #DonaldJTrump tomorrow in NJ. After watching this I’m not waiting until 11/5. #NewJersey #NewYork #NYTimes #Kamala #MAGA #KamalaHarris #Democrats #NYPost #WashingtonPost #California #CA #PA #MAHA'	2024-10-26 22:58:46	voting donald j trump tomorrow nj watching im waiting new jersey york n times kamala g harris democrats post washington california c p h	#DonaldJTrump #NewJersey #NewYork #NYTimes #Kamala #MAGA #KamalaHarris #Democrats #NYPost #WashingtonPost #California #CA #PA #MAHA
1850311182978068896	brotherboo617	'#Kamala the moron Marxist lunatic'	2024-10-26 22:58:57	kamala moron marxist lunatic	#Kamala
1850311302356300098	EltonJane	'Big Gretch and #Kamala are having a beer at a bar in Kalamazoo! So f'n cool!!! #VoteBlueDownBallot #HarrisWalz2024'	2024-10-26 22:59:26	big gretch kamala beer bar kalamazoo fn cool vote blue ballot harris walz	#Kamala #VoteBlueDownBallot #HarrisWalz2024
1850311613770768520	iuicsaintlouis	'To reach perfection you MUST overcome this WORLD 🌎 #sin #war #inspiration #stl #kamala https://t.co/GhYzGm6MnU'	2024-10-26 23:00:40	reach perfection must overcome world sin war inspiration stl kamala	#sin #war #inspiration #stl #kamala
1850311625292603469	kamikazesye	'People quick to pull the Diddy card on Kamala when Trump has done similar/ far worse things than him. Make it make sense……#Kamala'	2024-10-26 23:00:43	people quick pull diddy card kamala trump done similar far worse things make sensekamala	#Kamala
1850311840146112647	JillRTeamXRP	'Guess what else #Kamala has lied about ? https://t.co/nHYJesOIZ9'	2024-10-26 23:01:34	guess else kamala lied	#Kamala
1850311841031106763	Docjules32	'This is what is at stake. Vote like your life, your sister’s life, your daughter’s life, your niece’s life depends on it, because they do. #Roevember #VoteBlue2024ProtectWomensRights #VoteBlue #Kamala'	2024-10-26 23:01:34	stake vote like life sisters daughters nieces depends roevember blue protect womens rights kamala	#Roevember #VoteBlue2024ProtectWomensRights #VoteBlue #Kamala
1850311845074043266	savvybizconsult	'Mark Cuban is the best! #markcuban #trump #kamala #HarrisWalz #Election #news #trumpisgarbage #SharkTank https://t.co/T5vwi8ouk4'	2024-10-26 23:01:35	mark cuban best markcuban trump kamala harris walz election news trumpisgarbage shark tank	#markcuban #trump #kamala #HarrisWalz #Election #news #trumpisgarbage #SharkTank
1850312385535328620	Shananay_G	'@RonFilipkowski Ewwwww! Creeepy! 😂 Not even close to Rally’s for #Kamala'	2024-10-26 23:03:44	ronfilipkowski e creeepy even close rallys kamala	#Kamala
1850312441466352020	NadineAlcorn	'@Republican_cad Me too. #TeamTrump 2024 💪 #Kamala doesn’t even understand America 🇺🇸 is a Republic not a Democracy. She isn’t a good lawyer. News is brainwashing what the Republic of America 🇺🇸 is designed to protect against. https://t.co/E4w3TjJ1p7'	2024-10-26 23:03:57	republicancad team trump kamala doesnt even understand america republic democracy isnt good lawyer news brainwashing designed protect	#TeamTrump #Kamala
1850312441483452749	ILA_NewsX	'@atensnut Truth: #Kamala https://t.co/xOZPyaOaIB'	2024-10-26 23:03:57	atensnut truth kamala	#Kamala
1850312526396887259	sweatsglitter	'Trump 2024 . #Kamala is a liar https://t.co/ps3SZH9oQY'	2024-10-26 23:04:18	trump kamala liar	#Kamala
1850312628649754706	FCHPolitics	'🚨🇺🇸 If Trump pulls out of NATO, Russia 🇷🇺 will turn Europe 🇪🇺 into an apocalyptic war zone. Beautiful cities will be flattened and countless children would be bombed to death. DON'T LET TRUMP DESTROY EUROPE! #trump #donaldtrump #kamala #kamalaharris #nato #uselection #ww3 https://t.co/ESDPiV5bJ4'	2024-10-26 23:04:42	trump pulls nato russia turn europe apocalyptic war zone beautiful cities flattened countless children would bombed death dont let destroy donaldtrump kamala kamalaharris uselection ww	#trump #donaldtrump #kamala #kamalaharris #nato #uselection #ww3
1850312692394811651	_emergent_	'Just another #Kamala supporter. https://t.co/6hZnY7ssbG'	2024-10-26 23:04:57	another kamala supporter	#Kamala
1850312703891415361	ILA_NewsX	'Truth: #Kamala #Woke #DEI https://t.co/DVjmBkPmJ1'	2024-10-26 23:05:00	truth kamala woke e	#Kamala #Woke #DEI
1850312732392005857	NadineAlcorn	'@harris_wins #Kamala doesn’t even understand America 🇺🇸 is a Republic not a Democracy. She isn’t a good lawyer. News is not brainwashing what the Republic of America 🇺🇸 is designed to protect against. #TeamTrump2024 💪 https://t.co/Mq5VZfD3i1'	2024-10-26 23:05:07	harriswins kamala doesnt even understand america republic democracy isnt good lawyer news brainwashing designed protect team trump	#Kamala #TeamTrump2024
1850312790830920097	AmericanEthical	'#Kamala is the chosen one #jesus #lord #savior #angel https://t.co/Sda8J5NhGZ'	2024-10-26 23:05:21	kamala chosen one jesus lord savior angel	#Kamala #jesus #lord #savior #angel
1850312816235811308	brotherboo617	'#Kamala the moron Marxist lunatic learned how to abuse the power she was given.'	2024-10-26 23:05:27	kamala moron marxist lunatic learned abuse power given	#Kamala
1850312835903213876	truckertoll	'#kamala lol'	2024-10-26 23:05:31	kamala lol	#kamala
1850312836574003397	America1st50560	'#Diddy friends with #usher and #Beyoncé and they support #Kamala… ok..'	2024-10-26 23:05:32	diddy friends usher beyonc support kamala ok	#Diddy #usher #Beyoncé #Kamala
1850312922549072034	truckertoll	'#kamala #beyonce'	2024-10-26 23:05:52	kamala beyonce	#kamala #beyonce
1850312991465750668	Timmybrown2515	'#VOTE #Kamala'	2024-10-26 23:06:08	v e kamala	#VOTE #Kamala
1850313507700633746	Larry63204614	'#kamala #kamalaharris #election2024 https://t.co/lmpLxZxkgk'	2024-10-26 23:08:12	kamala kamalaharris election	#kamala #kamalaharris #election2024
1850313520648483216	brotherboo617	'#Kamala showing you how Marxist operate and abuse the power they get'	2024-10-26 23:08:15	kamala showing marxist operate abuse power get	#Kamala
1850313548876140579	shesjustbasic	'Donald Trump compared running for president to the Super Bowl. I cannot. This man said, running for president of the USA is 10x bigger than men throwing a football around for entertainment. We’re doomed. #election #trump #kamala #Vote'	2024-10-26 23:08:21	donald trump compared running president super bowl cannot man said usa x bigger men throwing football around entertainment doomed election kamala vote	#election #trump #kamala #Vote
1850313781198369081	poisonouspinups	'Michael #obama just said go behind your husband's backs and vote #kamala wtf! How about people vote for whom they want without someone lecturing them. Yall are desperate! And yall definitely lost the male vote since you said we think women are baby vessels! https://t.co/CmVqKzn6mz'	2024-10-26 23:09:17	michael obama said go behind husbands backs vote kamala wtf people want without someone lecturing yall desperate definitely lost male since think women baby vessels	#obama #kamala
1850313823716065723	truckertoll	'#kamala vs #trump #JoeRogan'	2024-10-26 23:09:27	kamala vs trump joe rogan	#kamala #trump #JoeRogan
1850313962379698647	JimmyBoonen	"'@NOS Trump doet beide, al maanden, wat lullen jullie nou weer. Hij gaat zelfs ""aan tafel"" bij de meest corrupte, linkse mediastations en maakt ze helemaal af. In tegenstelling tot #Trump, elke keer als #Kamala dr waffel opentrekt, is t zo slecht dat de peilingen met meerdere'"	2024-10-26 23:10:00	nos trump doet beide al maanden wat lullen jullie nou weer hij gaat zelfs aan tafel bij de meest corrupte linkse mediastations en maakt ze helemaal af tegenstelling tot elke keer als kamala dr waffel opentrekt zo slecht dat peilingen met meerdere	#Trump #Kamala
1850313981262778682	truckertoll	'#kamala'	2024-10-26 23:10:04	kamala	#kamala
1850314036115624011	JessieKx3	'“She wanna be me so bad. Literally took my whole speech.” Say it louder for the people in the back @DaRealAmberRose #Beyonce #AmberRose #Kamala #Trump https://t.co/PLvyxhKZTG'	2024-10-26 23:10:18	wanna bad literally took whole speech say louder people back darealamberrose beyonce amber rose kamala trump	#Beyonce #AmberRose #Kamala #Trump
1850314062523215985	DZizBigFish	'@ShawnRyan762 20 million views in less than 24 hours do you think cackling #Kamala could go around for round with #JoeRogan for 3 hours? I don't think so! 🙏🌎🇺🇸🍾🍾🍾 https://t.co/ASRoCIKAZS'	2024-10-26 23:10:24	shawnryan million views less hours think cackling kamala could go around round joe rogan dont	#Kamala #JoeRogan
1850314120282910805	subusviews	'While Kamala says she is from a middle class family and cries for abortion, we have serious issues. Our freedom is at stake @joerogan #Kamala #Obamas https://t.co/k50VFr0caG'	2024-10-26 23:10:38	kamala says middle class family cries abortion serious issues freedom stake joerogan obamas	#Kamala #Obamas
1850314212490326089	kjmcinnis1	'Writing letters for #Kamala because I believe in the future she wants to lead us into. @votefwd https://t.co/5aRrYMxORL'	2024-10-26 23:11:00	writing letters kamala believe future wants lead us votefwd	#Kamala
1850314629798342856	CathybillG	'Over 20 million views from all over the world in less than 22 hours! The world loves Trump. He can't lose legitimately! Lets see #kamala talk for 3 hrs with Rogan! #joerogan #DonaldTrump https://t.co/2zH2A17RxR'	2024-10-26 23:12:39	million views world less hours loves trump cant lose legitimately lets see kamala talk hrs rogan joerogan donald	#kamala #joerogan #DonaldTrump
1850314770991235193	RexMRogers	'Probably, but not #Kamala and not now.'	2024-10-26 23:13:13	probably kamala	#Kamala
1850314774145315072	NadineAlcorn	'@SuzCrimi #Kamala is a very sinister power hungry human being YES more than #Trump she’s much much worse a human being.'	2024-10-26 23:13:13	suzcrimi kamala sinister power hungry human yes trump shes much worse	#Kamala #Trump
1850314963316801617	Dramawatcher99	'#kamala will have a hard time lowering prices as leftist democrats #BoycottAmazon, I’ll be happy to pay higher prices just to price a point!'	2024-10-26 23:13:59	kamala hard time lowering prices leftist democrats boycott amazon ill happy pay higher price point	#kamala #BoycottAmazon
1850315004517466496	lesliestorres1	'@mmpadellan #Freedoms for women? For years, #Kamala has been trafficking women, girls, and children!! https://t.co/Ro00zVKOrp'	2024-10-26 23:14:08	mmpadellan freedoms women years kamala trafficking girls children	#Freedoms #Kamala
1850315074944307267	insanethrottle	'Check out The Madhouse Morning Show Uncensored and LIVE ON the Following Platforms X- @insanethrottle Rumble - https://t.co/T98qHw4oCd https://t.co/9hCus5qFQo #politics #podcast #TRUMP #KAMALA #ELECTION #RADIO #BIKERNEWS #radioshow https://t.co/qyolzjBysC'	2024-10-26 23:14:25	check madhouse morning show uncensored live following platforms x insanethrottle rumble politics podcast r u p k l e c n b w radioshow	#politics #podcast #TRUMP #KAMALA #ELECTION #RADIO #BIKERNEWS #radioshow
1850315344730268011	bigtymevrug	'How could you do this to a child! What’s wrong with person?! Oh, how could this be true!! #kamala #walz'	2024-10-26 23:15:30	could child whats wrong person oh true kamala walz	#kamala #walz
1850315606349762653	VKorleonne	'#Kamala voters are sick freaks of nature. #Kamala Harris'	2024-10-26 23:16:32	kamala voters sick freaks nature harris	#Kamala #Kamala
1850315644899557408	Wildkat_8	'@KamalaHQ @MichelleObama Your speech was worthy of a Nobel Prize @MichelleObama! Such incredibly powerful words! Thank you for speaking on behalf of so many Americans that believe that a 2nd Trump term would destroy our democracy and human rights. #Vote,LA #Vote #SaveAmerica #Kamala #LoveMichelleObama ❤️'	2024-10-26 23:16:41	kamalahq michelleobama speech worthy nobel prize incredibly powerful words thank speaking behalf many americans believe nd trump term would destroy democracy human rights votela vote save america kamala love michelle obama	#Vote #Vote #SaveAmerica #Kamala #LoveMichelleObama
1850315700453478772	MikeNewZ_	'#Kamala #Beyonce Typical Left Empty Promises Bait &amp; Switch'	2024-10-26 23:16:54	kamala beyonce typical left empty promises bait amp switch	#Kamala #Beyonce
1850315859773833542	NavarroAlexes	'Mayor Adams refutes #Kamala Harris, says #Trump is not a fascist as he urges Dems to ‘dial down the temperature’ I think he’s voting #Trump2024 https://t.co/6uq0boH2uz'	2024-10-26 23:17:32	mayor adams refutes kamala harris says trump fascist urges dems dial temperature think hes voting	#Kamala #Trump #Trump2024
1850315885233492092	ernestcummings	'What does your landslide map look like? • #Kamala #Trump #LANDSLIDE https://t.co/uPintcY8Cm'	2024-10-26 23:17:38	landslide map look like kamala trump l n e	#Kamala #Trump #LANDSLIDE
1850315940631613710	LibertyBells_76	'Throne of lies #Kamala #Beyonce #VOTE #lie https://t.co/npj2fKfsWM'	2024-10-26 23:17:52	throne lies kamala beyonce v e lie	#Kamala #Beyonce #VOTE #lie
1850316032939848060	Rriittzziiee	"'@VP @POTUS HaHaaaa! Instead of ""tak!ng h!m 0UT, they ""took h!m OVER THE T0P!"" EVERYthing left!sts do always backfires on them🤭 #TRUMP MORE THAN EVER! #KAMALA NEVER EVER. #FightFightFIGHT!!!🇺🇸 https://t.co/IhSb927btx'"	2024-10-26 23:18:14	vp potus hahaaaa instead takng hm ut took tp everything leftsts always backfires r u p ever k l never fight f g h	#TRUMP #KAMALA #FightFightFIGHT
1850316172337844563	khordelle	'@gretchenwhitmer #Kamala is in the lead #Vote it’s our right!!!! https://t.co/VSrGEI5AtK'	2024-10-26 23:18:47	gretchenwhitmer kamala lead vote right	#Kamala #Vote
1850316312792420465	oflovenlig19498	'💥The Words Have A Whole New Meaning…, 💥Link: https://t.co/AAW1RtCxjq #BruceSpringsteen #Kamala https://t.co/BvVmopYisR'	2024-10-26 23:19:20	words whole new meaning link bruce springsteen kamala	#BruceSpringsteen #Kamala
1850316428941066603	NunYaBiz24_	'These are #Kamala supporters! The lowlife degenerate shit stains on society are the ones that are too uneducated to realize what’s Actually going on in this country! @KamalaHQ #deportation #VoteTrump2024 #Trump2024Vance #KamalaHatesAmerica #TrumpToSaveAmerica'	2024-10-26 23:19:48	kamala supporters lowlife degenerate shit stains society ones uneducated realize whats actually going country kamalahq deportation vote trump vance hates america save	#Kamala #deportation #VoteTrump2024 #Trump2024Vance #KamalaHatesAmerica #TrumpToSaveAmerica
1850316446993174976	btcmoderate	'#kamala has absolutely wrecked this man forever. She owns him now. He will never recover.'	2024-10-26 23:19:52	kamala absolutely wrecked man forever owns never recover	#kamala
1850316467893420266	trippwhitbeck	"'@CortesSteve Is there anyone more consistently ""disappointed"" in America and Americans than Barack Obama or Michelle Obama? Is this supposed to be uplifting? Every time the Obamas appear, it's as though Mom and Dad are sitting Americans down for a ""talking to."" #Kamala'"	2024-10-26 23:19:57	cortessteve anyone consistently disappointed america americans barack obama michelle supposed uplifting every time obamas appear though mom dad sitting talking kamala	#Kamala
1850316677340099061	StyledbyAOTS	'@mmpadellan You’re cooked. It was 3 hour podcast. #Kamala maybe 30 minutes and that includes laughing.'	2024-10-26 23:20:47	mmpadellan youre cooked hour podcast kamala maybe minutes includes laughing	#Kamala
1850316688396521538	OnofrioRino	'@the_det_times @NFL_DovKleiman How about we spread the word that #Kamala is a loser!!!!!'	2024-10-26 23:20:50	thedettimes nfldovkleiman spread word kamala loser	#Kamala
1850316940176507031	BlessedBeAreWe	'@PeteButtigieg Oopsie, HR 253, Petey..... #Kamala #BorderCzar. For reals..... https://t.co/NIDNBYgT6c'	2024-10-26 23:21:50	petebuttigieg oopsie hr petey kamala border czar reals	#Kamala #BorderCzar
1850317099522310640	LauriesLife	'TRUMP is an orange, incompetent sexual predator in mental decline…a convicted felon….a lying imbecile,failed businessman, conman, hustler, racist, hateful, misogynist narcissist. Did I forget anything? #Trump #Kamala #MichelleObama'	2024-10-26 23:22:28	trump orange incompetent sexual predator mental declinea convicted felona lying imbecilefailed businessman conman hustler racist hateful misogynist narcissist forget anything kamala michelle obama	#Trump #Kamala #MichelleObama
1850317391672328544	Genxgamer1986	'Watch @PandaSub2000 try to convince this undecided voter to vote for #Trump2024 #Kamala is a beautiful woman What will happen! @rumblevideo https://t.co/QzjhNAYhKE https://t.co/jc0xSp4vOz'	2024-10-26 23:23:38	watch pandasub try convince undecided voter vote trump kamala beautiful woman happen rumblevideo	#Trump2024 #Kamala
1850317503488213044	KaliTundra	'Another brainless Harris tootsie everybody! This is the Harris community where a grown woman finds it acceptable to abuse and traumatize a toddler FOR CACKLING HARRIS! #Harris #HarrisForThePeople #HarrisForPotus2024 #KamalaHarris #KamalaHarris2024 #KamalaHarris4POTUS2024 #Kamala'	2024-10-26 23:24:04	another brainless harris tootsie everybody community grown woman finds acceptable abuse traumatize toddler cackling people potus kamala p u	#Harris #HarrisForThePeople #HarrisForPotus2024 #KamalaHarris #KamalaHarris2024 #KamalaHarris4POTUS2024 #Kamala
