datetime	tweet	hashtags	compound	sentiment_category
2024-10-26 22:15:42	hitler knew rothschilds putin wont allow russia zionists jewishlobby trump harris creepsinsuits	#Hitler #rothschilds #Putin #Russia #zionists #jewishlobby #trump #harris #creepsinsuits	-0.1695	negative
2024-10-26 22:16:08	n israel vaccine r f k mossad hezbollah w russia book covers trump derangement syndrome blm nuremberg violations ukraine middle east	#NATO #Israel #vaccine #RFK #Mossad #Hezbollah #WWIII #Russia	-0.5267	negative
2024-10-26 22:16:21	n israel iran hezbollah w mossad russia kursk book explains invaded ukraine odessa fire nato expansion us impunity middle east well war crimes iraq libya syria afghanistan	#NATO #Israel #Iran #Hezbollah #WWIII #Mossad #Russia #Kursk	-0.6369	negative
2024-10-26 22:16:55	n israel iran hezbollah w mossad russia kursk erdogan emerging imperial threat	#NATO #Israel #Iran #Hezbollah #WWIII #Mossad #Russia #Kursk	-0.5267	negative
2024-10-26 22:16:59	possibility islamic republic iran army carry sadeq operation air force destroy israels infrastructure fleet native aircraft missiles w n e r russia f israel iraq gaza lebanon	#WINTER #Russia #IDF #Israel #Iran #Iraq #Gaza #Lebanon	-0.5423	negative
2024-10-26 22:17:10	w n israele hezbollah war russia kursk questo libro contiene una storia complessa delloccidente della e dellucraina dalla rus di kiev attraverso la seconda guerra mondiale fino al febbraio insieme alle applicate strategie	#WWIII #NATO #Israele #Hezbollah #war #Russia #kursk	-0.5994	negative
2024-10-26 22:17:27	israel attacks iran israels strikes exercise self defence says white house msn end war lebanon hamsa russia ukraine	#end #israel #lebanon #hamsa #russia #ukraine	-0.836	negative
2024-10-26 22:17:55	n israel iran war zelenskyy hezbollah w yemen russia mossad kursk book explains islamic terrorism cia subversion tactics way ukraine would defeat russian military	#NATO #Israel #Iran #war #zelenskyy #Hezbollah #WWIII #yemen #Russia #Mossad #Kursk	-0.91	negative
2024-10-26 22:18:08	n izrael iran rafah iron dome hezbollah w russia kyiv mossad ta ksika wyjania jaki sposb terroryzm islamski taktyki wywrotowe cia jedyny ukraina moe pokona rosyjskie wojsko	#NATO #Izrael #Iran #Rafah #IronDome #Hezbollah #WWIII #Russia #Kyiv #Mossad	0.0	neutral
2024-10-26 22:19:41	natalia lorddracula knowledge long visits beloved trash russia	#Russia	0.5106	positive
2024-10-26 22:20:41	n isra l hezbollah w paris kursk russia ce livre contient une histoire complexe de loccident la russie et lukraine kivienne seconde guerre mondiale jusquau fvrier ainsi que les stratgies employes	#NATO #Israël #Hezbollah #WWIII #Paris #Kursk #Russia	0.0	neutral
2024-10-26 22:20:54	russian ministry defense air defenses destroyed ukrainian drones within hour minutes voronezh region bryansk lipetsk one belgorod russia ukraine	#Belgorod #Russia #Ukraine	-0.25	negative
2024-10-26 22:22:20	russia kyiv n israel iran hezbollah w yemen mossad kursk krieg peace treaty could prevented war ukraine read chapter	#Russia #Kyiv #NATO #Israel #Iran #Hezbollah #WWIII #yemen #Mossad #Kursk #krieg	-0.0772	negative
2024-10-26 22:22:32	n israel iran racist russia black hezbollah w kamala trump blm obama derangement syndrome antiwhite antiisrael antirussian provax pro hamas sentiments led demise united states	#NATO #Israel #Iran #racist #Russia #black #Hezbollah #WWIII #Kamala #Trump	-0.296	negative
2024-10-26 22:22:33	soccerman city go top saints win villa third despite draw msn end war israel lebanon hamsa russia ukraine	#end #israel #lebanon #hamsa #russia #ukraine	0.1779	positive
2024-10-26 22:22:46	n israele iran razzist russia black hezbollah w yemen islam come sentimenti blm obama trump antibianchi antiisraele antirussi provax e pro hamas hanno portato alla morte degli stati uniti	#NATO #Israele #Iran #razzist #Russia #black #Hezbollah #WWIII #yemen #Islam	0.0	neutral
2024-10-26 22:23:35	n war crimes u army humanity nazi ukraine union europea k e germany spain france russia rusia rusos istandwithrussia stand china chinese xi jinping vladimir putin	#NATO #OTAN #WarCrimes #USA #USArmy #CrimesAgainstHumanity #NaziUkraine #NaziOTAN #NaziUnionEuropea #NaziUK #NaziEU #NaziGermany #NaziSpain #NaziFrance #Russia #Rusia #Rusos #istandwithrussia #StandWithRussia #China #chinese #RussiaAndChina #RusiaYChina #XiJinping #VladimirPutin	-0.5994	negative
2024-10-26 22:23:50	closely watch starts congratulating georgian dream victory tomorrow morning viktor orbn first world congratulate prime minister irakli kobakhidze russia china next	#Russia #China	0.6369	positive
2024-10-26 22:23:59	n israel iran racist russia disney hezbollah w lebanon manifesto lays plan mark beast system replace united states constitution official moral legal directive usa	#NATO #Israel #Iran #racist #Russia #disney #Hezbollah #WWIII #lebanon	-0.1779	negative
2024-10-26 22:25:53	via nytimes russia interfering election want trump elected tell traitor nation votebluetosaveamerica	#russia #trump #votebluetosaveamerica	0.0772	positive
2024-10-26 22:25:59	saturday night occupied crimea often deadly russian war criminals russia putin crimes agains humanity	#Russia #Putin #CrimesAgainsHumanity	-0.8225	negative
2024-10-26 22:26:04	russians deliver attacks pokrovsk kurakhove fronts general staff c cmedia kharkiv kostiantynivka kupiansk lyman makiivka russia ukraine b breaking	#Kurakhove #IOC #IOCmedia #Kharkiv #Kostiantynivka #Kupiansk #Lyman #Makiivka #Russia #Ukraine #BBCBreaking	-0.4404	negative
2024-10-26 22:27:04	berlins famous buildings turn lights save energy b e r l n g c h f u w	#BERLIN #ENERGY_CRISIS #ENERGY_SHORTAGES #FEATURED #GERMANY #MAIN_HEADLINES #RUSSIA #WORLD_NEWS	0.6486	positive
2024-10-26 22:27:12	ecco qua avevo il sospetto eh miei tuit con tag g gi non vengono mostrati nemmeno nella mia timeline ed per impossibile recuperarli musk russia	#musk #russia	-0.296	negative
2024-10-26 22:27:18	ms harris seen continuity candidate likely match mr bidens steady unimaginative backing ukraine russia war trump kamala election n joe biden	#UkraineRussiaWar #Trump #KamalaHarris #Election2024 #NATO #Russia #JoeBiden	-0.5859	negative
2024-10-26 22:28:21	b r c meeting russia head u n present completed th coincidentally conveniently conclusion israel responds iran	#BRICS #Russia #UN #Israel #Iran	0.0	neutral
2024-10-26 22:29:09	musk israel russia hezbollah astrology book w predicted ask reading first part mars religious social system logical disbelieve influence read preview	#Musk #Israel #Russia #Hezbollah #astrology #book #WWIII #predicted	-0.296	negative
2024-10-26 22:29:18	liberao completa pelo exercito da rssia cidade de gornyak na direo kurakhovsky rusia russia russian russians ukrainian war army ukraine ukraina ucrania	#Rusia #Russia #Russian #Russians #RussianUkrainianWar #RussianArmy #UkraineRussiaWar #Ukraina #Ucrania	-0.5994	negative
2024-10-26 22:29:40	n israel russia hezbollah astrology book w kursk ask reading first part mars religious social system logical disbelieve influence read preview	#NATO #Israel #Russia #Hezbollah #astrology #book #WWIII #kursk	-0.296	negative
2024-10-26 22:30:23	wanna hear joke r u russia	#RUSSIA #RussiaIsAJoke	0.296	positive
2024-10-26 22:31:36	russia ukraine war vladimir putin pres zelenskyy kremlin talking points north koreantroops	#Russia #Ukraine #war #VladimirPutin #PresZelenskyy #Kremlin_talking_points #NorthKoreantroops	-0.5994	negative
2024-10-26 22:34:01	im business attorney met russians negotiated deals russia open usbased companies big deal hear read keith arrest immediately olbermann elon musk cocaine kamala trump g	#Russia #KeithOlbermann #Elon #ElonMusk #CocaineKamala #Kamala #Trump #MAGA	-0.34	negative
2024-10-26 22:34:07	timorahkonen senoreamore russia	#Russia	0.0	neutral
2024-10-26 22:35:41	russian attacks central ukraine kyiv kill russia	#Russia #attacks #central #Ukraine #Kyiv #kill	-0.8225	negative
2024-10-26 22:35:59	sei il grande dittatore pucci putin e la tua economia grazie alle sanzioni occidentali va talmente bene che tu ritrovi con tassi di interesse al scopriamo cosa andato storto allanalisi dellavvocato frankcatania ukraine russia	#Ukraine #russia	0.0	neutral
2024-10-26 22:36:42	zelenskyy rejects un chiefs visit meeting putin guterres welcome kyiv shook hands russian president ukraine war russia warrussia kursk battle	#UkraineRussianWar #UkraineWar #UkraineRussiaWar #Russia #Ukraine #Kursk #KurskBattle	-0.7964	negative
2024-10-26 22:38:44	goblin day banggggg vip rose coming nba w n b trending meme tiktok linkinbio lol china trump mlb baseball basketball instagram twitter trend russia enchanting nfl mma ufc	#RoseIsComing #nba #WNBA #trending #meme #tiktok #linkinbio #lol #china #trump #mlb #baseball #basketball #instagram #twitter #trend #TrendingNow #russia #enchanting #nfl #mma #ufc	0.7269	positive
2024-10-26 22:39:50	exclusivesatellite photos show israel hit iran missile fuelmixing facilities researchers say missiles satellite russia	#Iran #Israel #Missiles #Satellite #Russia	0.0	neutral
2024-10-26 22:39:54	musk secret contact putin since says bombshell new report russian president even asked billionaire starlink favor ukraine war russia warrussia kursk battle	#Starlink #UkraineRussianWar #UkraineWar #UkraineRussiaWar #Russia #Ukraine #Kursk #KurskBattle	-0.5859	negative
2024-10-26 22:40:25	concerning russia nukes north korea	#russia #nukes #NorthKorea	0.0	neutral
2024-10-26 22:43:21	microinteracti jdvance wants giving parts america russia	#America #Russia	0.34	positive
2024-10-26 22:44:56	make russia small againand swamp	#Russia	0.0	neutral
2024-10-26 22:45:06	interessante pezzo di rampini diventare meno dipendenti dalla protezione americana costa salvo consegnarsi come subalterni alla russia cina la difesa una sfida impegnativa anche questo parla il rapporto draghi guarda caso uno degli aspetti subito dimenticati	#rampini #Russia #Cina #Draghi	0.0	neutral
2024-10-26 22:45:29	wow china russia	#china #Russia	0.5859	positive
2024-10-26 22:47:29	japan election polls open ruling ldp facing tight race msn end war israel lebanon hamsa russia ukraine	#end #israel #lebanon #hamsa #russia #ukraine	-0.5994	negative
2024-10-26 22:47:30	russia pur di fare dispetto putin per l u e diventata importante anche la georgia milioni abitanti nel se si pensa che sola lombardia ne aveva dove vogliamo arrivare da	#Russia #Putin #UE #Georgia	0.0	neutral
2024-10-26 22:47:45	church fakes russian propaganda selling prayers mobilization cursing critics zelenskys victory plan ukraine war russia warrussia kursk battle	#Church #UkraineRussianWar #UkraineWar #UkraineRussiaWar #Russia #Ukraine #Kursk #KurskBattle	-0.91	negative
2024-10-26 22:48:14	russia making fake videos ads order get people vote realdonaldtrump dont see anything wrong	#Russia	-0.1396	negative
2024-10-26 22:50:16	trump unfit office vance u election elon musk iron dome iran russia ukraine war isreal	#TrumpIsUnfitForOffice #TrumpVance2024 #USElection2024 #ElonMusk #IronDome #Iran #Russia #UkraineWar #Isreal	-0.5994	negative
2024-10-26 22:51:01	russia working overtime confuse voters vote blue save freedom u	#Russia #VoteBlueToSaveYourFreedomAndTheUSA	0.7579	positive
2024-10-26 22:53:35	racing along defunct railroad russian motorized troops trying surround ukrainian brigade selydove russia	#Russia	0.0	neutral
2024-10-26 22:54:08	ww fears explode nuke warning us says ready world war government canada usa f e shtf w china ukraine russia israel iran n news via youtube	#Government #canada #usa #FEMA #shtf #WW3 #China #UkraineRussiaWar #Ukraine #Russia #Israel #Iran #NATO #news	-0.765	negative
2024-10-26 22:54:46	israel u ukraine gaza netanyahu lebanon nasrallah iran russia china f sinwar	#اسرائيل #عمليات_خيبر #ايران #غزة #جنوب_لبنان #อ #Israel #USA #Ukraine #Gaza #Netanyahu #Lebanon #Nasrallah #Iran #Russia #China #IDF #Sinwar	0.0	neutral
2024-10-26 22:55:32	sri lanka accepted partner membership country b r c summit held kazan russia permission also given join brics new development banksays mfasrilanka minister vijitha herath	#SriLanka #BRICS #Kazan #Russia	0.5106	positive
2024-10-26 22:56:54	north korea russia ukraine crisis	#NorthKorea #Russia #UkraineCrisis	-0.6249	negative
2024-10-26 22:57:03	italys salvini scrutiny russia ties wake government collapse e u r p l n h w	#EU #EUROPE #ITALY #MAIN_HEADLINES #RUSSIA #WORLD_NEWS	-0.4939	negative
2024-10-26 22:58:33	attacks anticultists l r creative society participants truth usa russia	#Attacks #anticultists #ALLATRA #CreativeSociety #truth #Usa #Russia	0.3182	positive
2024-10-26 22:58:54	putin stable diffusionphotoshopipad vladimirputin iart art commuity aiartdaily aiartist artist community society artwork rolling stone columbiarecords russia saturdayfun saturday mood sass vibes	#vladimirputin #AIart #AIArtCommuity #aiartdaily #aiartist #AIArtistCommunity #AIArtSociety #AIArtwork #RollingStone #columbiarecords #putin #russia #saturdayfun #SaturdayMood #SaturdaySass #SaturdayVibes	0.296	positive
2024-10-26 22:59:46	deadly reason musks secret putin talks damn scary elon musk vladimir china russia	#ElonMusk #VladimirPutin #China #Russia	-0.7096	negative
2024-10-26 23:00:02	russia sentences revil ransomware gang members historic ruling cybercriminals face prison group behind damages first major conviction sentencing details year terms crypto assets seized	#ransomware #Russia	-0.7096	negative
2024-10-26 23:00:57	us confirms north korean troops russia amid fears theyll sent fight ukraine korea kim jongun	#Russia #NorthKorea #KimJong	-0.6597	negative
2024-10-26 23:01:10	ukrainian marines paratroopers backed tanks turned site war crime road death russian troops russia	#Russia	-0.9042	negative
2024-10-26 23:02:16	pror u g e r n dream party wins parliamentary elections georgias proeu opposition says election stolen	#RUSSIA #GEORGIAN #Georgia	0.6369	positive
2024-10-26 23:02:34	mykhailorohoza yes russia one	#Russia	0.4019	positive
2024-10-26 23:04:30	ukraine war journalist front line reports loss four villages donetsk borys myroshnykov also says kurakhove captured russia soon stop	#Ukraine #Donetsk #Kurakhove #Russia #StopRussia	-0.8126	negative
2024-10-26 23:05:52	gilgame antonio bought russia	#Russia	0.0	neutral
2024-10-26 23:06:56	la russia isolata	#Russia	0.0	neutral
2024-10-26 23:08:10	reason found p diddy scandal fascinating reflection corruption society eastern countries russia want reject communities russian ukrainian war pdiddyexposed pdiddyparty pdiddy files pdiddysecrets puffdaddy	#Russia #RussianUkrainianWar #pdiddyexposed #pdiddyparty #PdiddyFiles #pdiddysecrets #puffdaddy	-0.6908	negative
2024-10-26 23:08:32	odessa powerful fire continues landing site secondary detonations heard according first reports warehouses weapons ammunition hit ukraine russia russian ukrainian war	#Ukraine #Odessa #Russia #RussianUkrainianWar	-0.7506	negative
2024-10-26 23:08:48	attack drones clcross border ukraine still russias killing machines flying numbers keep changing thats end thread tonight wishing peaceful night youre europe put clocks back	#Ukraine #Russia	-0.5267	negative
2024-10-26 23:08:49	war nothing grudge people destroying innocent lives face selfishness even forget build destroy russia putin modi ji ukraine zelenski p e l save chidren world wide gaza iran stop izrael	#Russia #Putin #ModiJi #Ukraine #Zelenski #war #PEOPLE #SaveTheChidrenWorldWide #Gaza #Iran #stop #Izrael	-0.6884	negative
2024-10-26 23:09:19	helicopter crash kills pilot amp three medics air ambulance plummets russian forest russia volcano caraccident accident	#Russia #Volcano #Caraccident #Accident	-0.8519	negative
2024-10-26 23:10:25	kiev ukraine russia kyiv war	#Kiev #Ukraine #Russia #Kyiv #UkraineRussiaWar	-0.5994	negative
2024-10-26 23:12:10	drug take back day coming groton msn end war israel lebanon hamsa russia ukraine	#end #israel #lebanon #hamsa #russia #ukraine	-0.5994	negative
2024-10-26 23:14:30	russian central bank b c r announced friday october sharp increase key interest rate record since inflation russia	#BCR #inflation #Russia	0.6486	positive
2024-10-26 23:14:36	smi basilio v di moscovia vassilij ivanovi ujskij ninij novgorod settembre gostyninsettembre zar russia dal al rappresentante della famiglia principesca degli shuisky ramo suzdal dei rurikovich regno russo	#BasilioIV #VassilijIVIvanovičŠujskij #22Settembre1552 #12Settembre1612 #Russia #RegnoRusso	0.0	neutral
2024-10-26 23:14:40	israel always supported india turn support stands stand isreal iran world war attack russia benjamin enemy humanity	#IStandWithIsrael #Isreal #Iran #WorldWar3 #IranAttack #Russia #Israel #Benjamin #Israel_Enemy_of_Humanity	-0.7579	negative
2024-10-26 23:15:11	men russia around drug store	#men #in #russia #around #drug #store	0.0	neutral
2024-10-26 23:16:51	selydove captured russians along vyshneve russia ukraine russian ukrainian war real madrid biden trump putin gaza israel inflation china crypto iran	#Russia #Ukraine #Russian #Ukrainian #UkraineRussiaWar #UkraineWar #RealMadrid #Biden #Trump #Putin #Gaza #Israel #inflation #China #Crypto #Iran	-0.5994	negative
2024-10-26 23:19:29	ukraine striking deeper inside russia reshaping war restrictions american missiles remain kyiv leveraged drone attacks inflict growing pain across w j c putin zelenskyy ukrainians	#Ukraine #Russia #War #missiles #Kyiv #DroneAttacks #WSJ #ATACMS #WarInUkraine #Putin #Zelenskyy #Ukrainians	-0.8555	negative
2024-10-26 23:21:15	russian forces control road leading south selydove novodmytrivka russia ukraine war army russians elon musk barcelona real madrid u biden trump putin gaza israel iran	#Russia #Ukraine #UkraineRussiaWar #RussianArmy #Russians #ElonMusk #Barcelona #RealMadrid #RealMadridBarcelona #USA #Biden #Trump #Putin #Gaza #Israel #Iran	-0.5994	negative
2024-10-26 23:23:56	russian attacks prompts ukraines zelenskiy ask allies resolve russia moscow	#Russia #Moscow	-0.0772	negative
2024-10-26 23:24:28	pact future calls accelerating reform international financial architecture outdated ineffective unfair unitednations unsecretary guterress financialsystems financialreform b r c gnu brazil russia india china southafrica	#unitednations #unsecretary #guterress #financialsystems #financialreform #BRICS2024 #gnu #brazil #russia #india #china #southafrica	-0.5574	negative
2024-10-26 23:26:04	ukraine forced fight north korea zelenskyy moscow russia volodymyr b c breaking	#Ukraine #Moscow #Russia #Volodymyr #BBCBreaking	-0.6808	negative
2024-10-26 23:26:08	russiaisntenemy linw youre somewhat correct good russian people enemybut putin war mongering russians absolutely everyones enemy russia ukraine statedept vp potus	#Russia #Ukraine #Putin #War	-0.7818	negative
2024-10-26 23:26:26	empathy something western leaders lack blind people great sensing true emotions amp women doesnt meet dictator presstitutes like sell us honorable president russia sir vladimir vladimirovich putin	#Russia #Putin	0.836	positive
2024-10-26 23:27:17	vadim intervenga la russia	#Russia	0.0	neutral
2024-10-26 23:28:16	russians behind fake video ballots destroyed us officials say russia donald trump iran f b thats said amp radicalized gop	#Russia #DonaldTrump #Iran #FBI	-0.743	negative
2024-10-26 23:29:18	excelent isreal exclusivesatellite photos show israel hit iran missile fuelmixing facilities researchers say missiles satellite russia	#Iran #Israel #Missiles #Satellite #Russia	0.0	neutral
2024-10-26 23:30:00	russia satellite images show major expansion russian site secret bioweapons past cbrne hazmat	#Russia #cbrne #hazmat	0.0	neutral
2024-10-26 23:32:30	natos response north korean troops msn end war israel lebanon hamsa russia ukraine	#end #israel #lebanon #hamsa #russia #ukraine	-0.5994	negative
2024-10-26 23:36:08	eleies na gergia partido prrssia declarado vencedor com dos votos apurados oposio favorvel integrao ue denuncia um golpe institucional tenso poltica cresce pas ge rgia elei es democracia r ssia u e apoie pixcafenofrontgmailcom	#Geórgia #Eleições #Democracia #Rússia #UE	0.0	neutral
2024-10-26 23:36:26	license war president cancelling russia	#License #President #license #Russia	-0.6908	negative
2024-10-26 23:36:44	way expected everything went shit ukraine war frontline changes report russia dpa x telegram forum	#UkraineWar #Russia #Ukraine	-0.8176	negative
2024-10-26 23:37:07	israels latest strike iran may actually deescalate regional tensions least u russia biden ukraine war palestine gaza israel	#Israel #Latest #Strike #Iran #Actually #De #Regional #Tensions #Now #Least #USA #Russia #Biden #Ukraine #War #Palestine #Gaza #Israel	-0.7964	negative
2024-10-26 23:37:10	analyzed years trump political speeches violent rhetoric increased dramatically u russia biden ukraine war palestine gaza israel	#Analyzed #Years #Trump #Political #Speeches #Violent #Rhetoric #Increased #Dramatically #USA #Russia #Biden #Ukraine #War #Palestine #Gaza #Israel	-0.7717	negative
2024-10-26 23:40:30	israel always supported india turn support stands stand isreal iran world war attack russia benjamin weekend ka vaar kanguva b star academy le live p kv e n g	#IStandWithIsrael #Isreal #Iran #WorldWar3 #IranAttack #Russia #Israel #Benjamin #WeekendKaVaar #Kanguva #SB19 #StarAcademyLeLive #PAKvENG	-0.4588	negative
2024-10-26 23:40:42	thats im talking exclusivesatellite photos show israel hit iran missile fuelmixing facilities researchers say missiles satellite russia	#Iran #Israel #Missiles #Satellite #Russia	0.0	neutral
2024-10-26 23:42:30	thefigen queen ocean beatiful revistallsporte italia usa rita alba gargano pm pf kgb russia priscilafantin	#revistallsporte #italia #it #usa #Rita_alba_gargano #pm #pf #kgb #russia #priscilafantin	0.0	neutral
2024-10-26 23:42:55	irans answer israels apartheid regime america europe tricks repeated promises ceasefire gaza lebanon buying opportunities netanyahu assassination resistance leaders russia iran israel	#America #Europe #Gaza #Lebanon #ایران #Russia #أمريكا #Iran #Israel	-0.0516	negative
2024-10-26 23:43:36	thefigen queen ocean beatiful revistallsporte italia usa rita alba gargano pm pf kgb russia hum	#revistallsporte #italia #it #usa #Rita_alba_gargano #pm #pf #kgb #russia #hum	0.0	neutral
2024-10-26 23:45:29	ukraine forced actually fight p r k europe complains zelensky fighting kursk sumy zaporozhye possibility dnepropetrovsk nikolaev follow abandoned limiting china russia expands dprk possibilities	#Ukraine #DPRK #Kursk #Sumy #Zaporozhye #Dnepropetrovsk #Nikolaev #Russia	-0.9062	negative
2024-10-26 23:45:43	north korea provided troops russia words koreas military power temporarily reduced south seems opportunity stop armistice unify korean peninsula unified would true asian balancer	#NorthKorea #Russia #SouthKorea	0.7184	positive
2024-10-26 23:47:55	marklevinshow trump refuse criticize russia arming iran hezbollah north korea would anyone cares peace middle east europe achieving global stability trust team obviously compromised foreignpolicy	#Trump #foreignpolicy #Russia #Iran #Hezbollah	0.7184	positive
2024-10-26 23:49:12	warum zieht sich bundeskanzler scholz p zurck wschmidt fritzfelgentreu mirospd spdbt spdde cducsubt cdu ukraine russia terror	#Scholz #SPD #Ukraine #Russia #Terror	-0.5267	negative
2024-10-26 23:52:10	intercepted audio reveals russian soldiers complaining north korean troops fk korea russia u n	#NorthKorea #Russia #UN	-0.2023	negative
2024-10-26 23:53:05	russia mi helicopter crashed kirov region russian emergencies ministry says bodies crew members found released photos crash site source mchsofficial	#Russia	-0.4019	negative
2024-10-26 23:54:38	natalie holloway dead human trafficking ring alabama u n redcross elected officials involved russia china mexico cuba canada help please	#Holloway #human #trafficking #Alabama #USA #UN #Redcross #elected #Russia #China #Mexico #Cuba #Canada #help	-0.0772	negative
2024-10-26 23:57:05	eestivatnik russia	#Russia	0.0	neutral
2024-10-26 23:58:33	cuba fears total collapse amid grid failure financial crisis money power russia	#PowerGrid #Russia	-0.9246	negative
2024-10-26 23:59:33	leadership iran scared israel probably wont respond daddy russia told	#Iran #Israel #Russia	-0.4404	negative
2024-10-26 23:12:16	low energy empty rally trump pay attention polls get vote blue end bullshit	#trump #VoteBlue	-0.7184	negative
2024-10-26 23:12:18	abandoned literalness churchs narrative approached ceremonies scriptures underwear virtuous metaphors served valuable mnemonic devices mormon trump voteblue	#mormon #trump #voteblue	0.5423	positive
2024-10-26 23:12:20	waiting see voters return marjorie taylor greene wash dc embarrasses us house representatives g p maybe georgias th dist u military army marines election republican trump christian veteran	#GOP #USMilitary #Army #Marines #election #Republican #GOP #MAGA #Trump #Christian #Veteran	-0.4019	negative
2024-10-26 23:12:20	petebuttigieg may want update current events trump vance harris walz	#Trump #TrumpVance2024 #Harris_Walz2024	0.0772	positive
2024-10-26 23:12:22	doctors say trump unstable serve open letter g	#doctors #Trump #MAGA	-0.3612	negative
2024-10-26 23:12:25	democrat tech burns hole everyones pocket everyday everydecade everycentury vote realdonaldtrump today elonmusk uses money politics trump elon musk	#PoliticsToday #Trump #Elon_Musk	0.0	neutral
2024-10-26 23:12:26	exciting developments encryption technology paving way secure transactions community governance yosha trump e n g c presale	#Yosha #Trump #MOODENG #MEMECOIN #presale	0.6808	positive
2024-10-26 23:12:26	take step toward better crypto world yosha presale welcoming believe communitydriven growth transparent practices lets shape future together h r u p e n g c l	#YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE	0.8126	positive
2024-10-26 23:12:30	kelliemeyernews kamala could get k people nations fourth populated city trump gets attend rallies rural areas	#Trump	0.0	neutral
2024-10-26 23:12:51	democrats evil plain simple trump harris team leads max go vote r u p watch joe rogan show	#TRUMP	-0.6597	negative
2024-10-26 23:12:52	could pull impossible take california trump	#Trump	0.0	neutral
2024-10-26 23:12:54	democrats cheat steal election shot foot every step way man taken bullet country fights peace freedom get em trump trumpzilla world	#DemocratsCheat #Trump #Trumpzilla #Trump2024 #PeaceForTheWorld	-0.0516	negative
2024-10-26 23:12:59	get done vote trump robertkennedyjr	#Trump	0.0	neutral
2024-10-26 23:13:01	trump g act like theyre worried voter fraud seems always yell loudest crimes committing vote blue	#Trump #MAGA #VoteBlue	-0.4939	negative
2024-10-26 23:13:13	stick sidelines jump yoshas airdrop h r u p e n g c l	#YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE	0.0	neutral
2024-10-26 23:13:13	suzcrimi kamala sinister power hungry human yes trump shes much worse	#Kamala #Trump	-0.6486	negative
2024-10-26 23:13:31	insanity vote trump thats im gunna say election	#vote #Trump #Trump2024 #Election2024	-0.5719	negative
2024-10-26 23:13:39	virat kohli shailenzo sstvi trump garime maynata hurrican milton grandefratello shaviers bigg boss tamil telugu season	#shailenzo #sstvi #Trump #Garime #maynata #HurricanMilton #grandefratello #shaviers #BiggBossTamil8 #BiggBossTelugu8 #BiggBossTamilSeason8	0.0	neutral
2024-10-26 23:13:41	blueheartedly id say kamala harris anywhere iq trump	#Trump	0.0	neutral
2024-10-26 23:13:56	feedback invaluable help us make yosha best h r u p e n g c l	#YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE	0.7845	positive
2024-10-26 23:14:00	space time bent shailenzo sstvi trump garime maynata hurrican milton grandefratello shaviers bigg boss tamil	#shailenzo #sstvi #Trump #Garime #maynata #HurricanMilton #grandefratello #shaviers #BiggBossTamil8	0.0	neutral
2024-10-26 23:14:08	mtgrepp g trump	#MAGA #Trump #MAGA2024 #Trump2024 #MAGA	0.0	neutral
2024-10-26 23:14:08	picture crypto project thats making positive impact yosha presale live offering chance part mission values community ethics invest intention h r u p e n g c l	#YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE	0.8074	positive
2024-10-26 23:14:10	going tell trump	#Trump2024 #Trump	0.0	neutral
2024-10-26 23:14:13	join us exploring innovative compliance strategies enhance participation ensuring regulatory adherence yosha trump e n g c presale	#Yosha #Trump #MOODENG #MEMECOIN #presale	0.7351	positive
2024-10-26 23:14:17	feeling ambitious let yosha help reach new heights h r u p e n g c l	#YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE	0.7506	positive
2024-10-26 23:14:19	holy sht look many people turned vote nyc pray majority votes trump	#Trump	0.3182	positive
2024-10-26 23:14:21	never deleting app trump movement much power behind become unstoppable cant stop whats coming	#Trump	0.0227	neutral
2024-10-26 23:14:25	check madhouse morning show uncensored live following platforms x insanethrottle rumble politics podcast r u p k l e c n b w radioshow	#politics #podcast #TRUMP #KAMALA #ELECTION #RADIO #BIKERNEWS #radioshow	0.0	neutral
2024-10-26 23:14:31	suriya shailenzo sstvi trump garime hurrican milton shaviers bigg boss tamil telugu season	#shailenzo #sstvi #Trump #Garime #HurricanMilton #shaviers #BiggBossTamil8 #BiggBossTelugu8 #BiggBossTamilSeason8	0.0	neutral
2024-10-26 23:14:31	feeling adventurous week come join races unlock incredible rewards along way h r u p e n g c l	#YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE	0.802	positive
2024-10-26 23:14:36	voted felon today trump vance g	#Felon #TrumpVance2024 #MAGA2024 #Trump	0.0	neutral
2024-10-26 23:14:46	lot hardcore trump voters trying spread lie going horrific stuff promising deny holocaust happened dangerous crowd careful vote think democracy	#Trump #Holocaust #VoteForDemocracy	-0.765	negative
2024-10-26 23:14:51	realtrumpnewsx trump	#Trump	0.0	neutral
2024-10-26 23:14:51	anyone blames president biden war going decades delusional says trump peaceful candidate flipping crazy obvious zero respect detroit like harris	#detroit #trump #harris	-0.1263	negative
2024-10-26 23:14:53	kamalaharris realdonaldtrump bad memory forgot roe vs wade trump abortion still issue inflation lower historical levels economy better disaster created term jobs remember year crime	#Trump	-0.8555	negative
2024-10-26 23:15:00	elonmusk trump g unfit office	#Trump #MAGA #MAGA2024 #TrumpIsUnfitForOffice	0.0	neutral
